seqnames,start,end,width,strand,gc,mapp
chr3,52000001,53000000,1000000,*,49.33,0.991090112
chr3,53000001,54000000,1000000,*,44.94,0.973003312716564
chr3,54000001,55000000,1000000,*,42.54,0.9699392384
chr3,55000001,56000000,1000000,*,41.37,0.9706021054
chr3,56000001,57000000,1000000,*,40.65,0.975878324
chr3,57000001,58000000,1000000,*,41.33,0.96975527619552
chr3,58000001,59000000,1000000,*,44,0.950456970556971
chr3,59000001,60000000,1000000,*,40.02,0.9760164236
chr3,60000001,61000000,1000000,*,38.54,0.979480931908029
chr3,61000001,62000000,1000000,*,40.13,0.9712809418
chr3,62000001,63000000,1000000,*,40.14,0.9897671376
chr3,63000001,64000000,1000000,*,39.31,0.9565659517
chr3,64000001,65000000,1000000,*,40.72,0.985421155621156
chr3,65000001,66000000,1000000,*,39.96,0.9757620335
chr3,66000001,67000000,1000000,*,41.35,0.98108885381681
chr3,67000001,68000000,1000000,*,38.66,0.969411746063534
chr3,68000001,69000000,1000000,*,38.76,0.975048498009446
chr3,69000001,70000000,1000000,*,40.04,0.9787509309
chr3,70000001,71000000,1000000,*,37.68,0.9638766488
chr3,71000001,72000000,1000000,*,41.79,0.9930024199
chr3,72000001,73000000,1000000,*,44.15,0.9858872248
chr3,73000001,74000000,1000000,*,40.58,0.9786532099
chr3,74000001,75000000,1000000,*,37.04,0.9655781326
chr3,76000001,77000000,1000000,*,35.69,0.9755185929
chr3,77000001,78000000,1000000,*,35.99,0.9772833846
chr3,78000001,79000000,1000000,*,36.28,0.971396410796411
chr3,79000001,80000000,1000000,*,35.01,0.978719236
chr3,80000001,81000000,1000000,*,34.79,0.9727152619
chr3,81000001,82000000,1000000,*,36.05,0.9747443502
chr3,82000001,83000000,1000000,*,35.21,0.964832600339966
chr3,83000001,84000000,1000000,*,33.9,0.9818750913
chr3,84000001,85000000,1000000,*,34.81,0.974552624
chr3,85000001,86000000,1000000,*,33.92,0.975356963122733
chr3,86000001,87000000,1000000,*,35.44,0.978953991
chr3,87000001,88000000,1000000,*,36.11,0.9667402198
chr3,88000001,89000000,1000000,*,35.9,0.9636891747
chr3,89000001,90000000,1000000,*,35.35,0.947384919
chr3,94000001,95000000,1000000,*,36.31,0.969147119394239
chr3,95000001,96000000,1000000,*,34.39,0.9608619247
chr3,96000001,97000000,1000000,*,35.13,0.9712330593
chr3,97000001,98000000,1000000,*,35.98,0.9692206457
chr3,98000001,99000000,1000000,*,37.73,0.9623479822
chr3,99000001,100000000,1000000,*,37.84,0.9559339337
chr3,100000001,101000000,1000000,*,38.67,0.9679213528
chr3,101000001,102000000,1000000,*,39.28,0.9554638469
chr3,102000001,103000000,1000000,*,36.67,0.9730335113
chr3,103000001,104000000,1000000,*,34.59,0.966242770612193
chr3,104000001,105000000,1000000,*,35.19,0.9860333732
chr3,105000001,106000000,1000000,*,35.95,0.9796523997
chr3,106000001,107000000,1000000,*,36.67,0.9693152705
chr3,107000001,108000000,1000000,*,38.39,0.973553083
chr3,108000001,109000000,1000000,*,38.29,0.9690071261
chr3,109000001,110000000,1000000,*,38.46,0.9516882288
chr3,110000001,111000000,1000000,*,36.07,0.9685422577
chr3,111000001,112000000,1000000,*,38.09,0.9679534063
chr3,112000001,113000000,1000000,*,38.67,0.957582997
chr3,113000001,114000000,1000000,*,40.35,0.970518583854882
chr3,114000001,115000000,1000000,*,37.76,0.9810460512
chr3,115000001,116000000,1000000,*,37.62,0.9774573226
chr3,116000001,117000000,1000000,*,37.06,0.964077323
chr3,117000001,118000000,1000000,*,37,0.9848473087
chr3,118000001,119000000,1000000,*,37.48,0.9762977264
chr3,119000001,120000000,1000000,*,40.45,0.9609856842
chr3,120000001,121000000,1000000,*,39.99,0.953158649
chr3,121000001,122000000,1000000,*,38.13,0.9427469895
chr3,122000001,123000000,1000000,*,41.17,0.9636270658
chr3,123000001,124000000,1000000,*,44.83,0.9849939582
chr3,124000001,125000000,1000000,*,43.43,0.980058396975191
chr3,126000001,127000000,1000000,*,47.36,0.9721383904
chr3,127000001,128000000,1000000,*,48.06,0.9886508725
chr3,128000001,129000000,1000000,*,47.87,0.9790409155
chr3,129000001,130000000,1000000,*,47.01,0.9764384338
chr3,131000001,132000000,1000000,*,38.98,0.964085219967969
chr3,132000001,133000000,1000000,*,38.75,0.9391880714
chr3,133000001,134000000,1000000,*,42.65,0.9593975108
chr3,134000001,135000000,1000000,*,43.8,0.983102391204782
chr3,135000001,136000000,1000000,*,41.59,0.9444049379
chr3,136000001,137000000,1000000,*,40.32,0.9571467993
chr3,137000001,138000000,1000000,*,39.79,0.9334867474
chr3,138000001,139000000,1000000,*,42.95,0.978975985120818
chr3,139000001,140000000,1000000,*,42.12,0.9579198956
chr3,140000001,141000000,1000000,*,41.51,0.9795718475
chr3,141000001,142000000,1000000,*,42.64,0.9714329105
chr3,142000001,143000000,1000000,*,38.91,0.9718962594
chr3,143000001,144000000,1000000,*,39.57,0.9750644185
chr3,144000001,145000000,1000000,*,35.88,0.9843153443
chr3,145000001,146000000,1000000,*,34.93,0.962467119126359
chr3,146000001,147000000,1000000,*,36.05,0.9689144958
chr3,147000001,148000000,1000000,*,36.24,0.9802589514
chr3,148000001,149000000,1000000,*,36.41,0.9622667965
chr3,149000001,150000000,1000000,*,39.3,0.9831535992
chr3,150000001,151000000,1000000,*,40.04,0.981429728332497
chr3,151000001,152000000,1000000,*,38.16,0.9756006736
chr3,152000001,153000000,1000000,*,36.64,0.9803841534
chr3,153000001,154000000,1000000,*,38.05,0.9488755626
chr3,154000001,155000000,1000000,*,37.04,0.9653889991
chr3,155000001,156000000,1000000,*,39.34,0.9595925493
chr3,156000001,157000000,1000000,*,39.4,0.973940841
chr3,157000001,158000000,1000000,*,39.19,0.9676604585
chr3,158000001,159000000,1000000,*,37.82,0.9505899584
chr3,159000001,160000000,1000000,*,39.19,0.950231414472204
chr3,160000001,161000000,1000000,*,39.37,0.980671935571936
chr3,161000001,162000000,1000000,*,37.58,0.971807494180559
chr3,162000001,163000000,1000000,*,34.95,0.9709316538
chr3,163000001,164000000,1000000,*,34.42,0.9582899845
chr3,164000001,165000000,1000000,*,34.87,0.9719076389
chr3,165000001,166000000,1000000,*,34.67,0.964020079953844
chr3,166000001,167000000,1000000,*,34.74,0.9654598854
chr3,167000001,168000000,1000000,*,36.42,0.9736671792
chr3,168000001,169000000,1000000,*,36.48,0.9718566496
chr3,169000001,170000000,1000000,*,38.27,0.9777313841
chr3,170000001,171000000,1000000,*,40.83,0.959696527
chr3,171000001,172000000,1000000,*,39.54,0.9766784724
chr3,172000001,173000000,1000000,*,39.48,0.9847310491
chr3,173000001,174000000,1000000,*,35.9,0.9843208749
chr3,174000001,175000000,1000000,*,35.71,0.9732915533
chr3,175000001,176000000,1000000,*,35.34,0.968456227912456
chr3,176000001,177000000,1000000,*,36.82,0.963155501964666
chr3,177000001,178000000,1000000,*,40.1,0.9758967564
chr3,178000001,179000000,1000000,*,37.27,0.9746122144
chr3,179000001,180000000,1000000,*,39.83,0.968472779131541
chr3,180000001,181000000,1000000,*,37.5,0.9663581961
chr3,181000001,182000000,1000000,*,38.34,0.9773064759
chr3,182000001,183000000,1000000,*,38.21,0.9832197824
chr3,183000001,184000000,1000000,*,43.46,0.9748295079
chr3,184000001,185000000,1000000,*,46.73,0.9879778329
chr3,185000001,186000000,1000000,*,42.03,0.9723729351
chr3,186000001,187000000,1000000,*,43.64,0.977436606036606
chr3,187000001,188000000,1000000,*,41.69,0.9633515213
chr3,188000001,189000000,1000000,*,39.8,0.9818697006
chr3,189000001,190000000,1000000,*,38.01,0.9773745653
chr3,190000001,191000000,1000000,*,37.38,0.9791037463
chr3,191000001,192000000,1000000,*,36.85,0.9746889266
chr3,192000001,193000000,1000000,*,38.27,0.9707801916
chr3,193000001,194000000,1000000,*,40.39,0.9820543514
chr3,194000001,195000000,1000000,*,46.31,0.988293013038279
chr3,196000001,197000000,1000000,*,45.21,0.9687139331
chr3,197000001,198000000,1000000,*,43.39,0.9500410961
chr4,1,1000000,1000000,*,47.44,0.9541614964133
chr4,1000001,2000000,1000000,*,54.06,0.977278342184786
chr4,2000001,3000000,1000000,*,49.12,0.9805216407
chr4,3000001,4000000,1000000,*,51.67,0.9317255827
chr4,4000001,5000000,1000000,*,45.75,0.9163187283
chr4,5000001,6000000,1000000,*,44.9,0.9512839334
chr4,6000001,7000000,1000000,*,49.86,0.9850415198
chr4,7000001,8000000,1000000,*,51.63,0.988059864
chr4,8000001,9000000,1000000,*,51.84,0.960101897242469
chr4,10000001,11000000,1000000,*,42.68,0.9803798981
chr4,11000001,12000000,1000000,*,38.99,0.9435029333
chr4,12000001,13000000,1000000,*,37.29,0.9598517651
chr4,13000001,14000000,1000000,*,39.82,0.9762574416
chr4,14000001,15000000,1000000,*,38.88,0.9548454933
chr4,15000001,16000000,1000000,*,40.24,0.970171451271451
chr4,16000001,17000000,1000000,*,40.6,0.9703080352
chr4,17000001,18000000,1000000,*,40.77,0.979387052
chr4,18000001,19000000,1000000,*,37.66,0.9715150221
chr4,19000001,20000000,1000000,*,36.39,0.966622251
chr4,20000001,21000000,1000000,*,37.15,0.978830927
chr4,21000001,22000000,1000000,*,37.61,0.9675663124
chr4,22000001,23000000,1000000,*,38.54,0.9672397554
chr4,23000001,24000000,1000000,*,37.35,0.9783487484
chr4,24000001,25000000,1000000,*,41.68,0.981001039401039
chr4,25000001,26000000,1000000,*,43.23,0.989234184
chr4,26000001,27000000,1000000,*,40.25,0.9678760246
chr4,27000001,28000000,1000000,*,37.48,0.9759903249
chr4,28000001,29000000,1000000,*,35.54,0.9867312404
chr4,29000001,30000000,1000000,*,34.32,0.9839002587
chr4,30000001,31000000,1000000,*,35.43,0.9897291265
chr4,31000001,32000000,1000000,*,34.63,0.991490500289287
chr4,32000001,33000000,1000000,*,34.48,0.985718919343106
chr4,33000001,34000000,1000000,*,34.87,0.9864990981
chr4,34000001,35000000,1000000,*,34.25,0.986939935
chr4,35000001,36000000,1000000,*,34.98,0.9799381418
chr4,36000001,37000000,1000000,*,36.46,0.9803007065
chr4,37000001,38000000,1000000,*,40.19,0.973245805145805
chr4,38000001,39000000,1000000,*,42.07,0.977953286253286
chr4,39000001,40000000,1000000,*,40.9,0.9775359235
chr4,40000001,41000000,1000000,*,43.11,0.98166230443116
chr4,41000001,42000000,1000000,*,40.76,0.9798201994
chr4,42000001,43000000,1000000,*,39.21,0.9815921921
chr4,43000001,44000000,1000000,*,35.85,0.9618420332
chr4,44000001,45000000,1000000,*,36.09,0.9690132792
chr4,45000001,46000000,1000000,*,35.27,0.972548828519117
chr4,46000001,47000000,1000000,*,35.77,0.9668159027
chr4,47000001,48000000,1000000,*,37.38,0.979082046
chr4,48000001,49000000,1000000,*,39.28,0.9554545922
chr4,52000001,53000000,1000000,*,40.88,0.930764754596687
chr4,53000001,54000000,1000000,*,39.93,0.9285203126
chr4,54000001,55000000,1000000,*,41.13,0.970894537994538
chr4,55000001,56000000,1000000,*,39.14,0.9606924001924
chr4,56000001,57000000,1000000,*,41.81,0.9703276677
chr4,57000001,58000000,1000000,*,39.04,0.9455222461
chr4,58000001,59000000,1000000,*,33.68,0.964400100700691
chr4,59000001,60000000,1000000,*,34.78,0.9568300097
chr4,60000001,61000000,1000000,*,34.88,0.9657013658
chr4,61000001,62000000,1000000,*,35.66,0.9575447259
chr4,62000001,63000000,1000000,*,35.14,0.9714666903
chr4,63000001,64000000,1000000,*,34.34,0.955858909559974
chr4,64000001,65000000,1000000,*,34.66,0.9651462433
chr4,65000001,66000000,1000000,*,34.49,0.9549532437
chr4,66000001,67000000,1000000,*,35.1,0.9692591721
chr4,67000001,68000000,1000000,*,37.28,0.9596861011
chr4,68000001,69000000,1000000,*,36.71,0.9444727981
chr4,69000001,70000000,1000000,*,35.44,0.925235353035353
chr4,70000001,71000000,1000000,*,37.71,0.9619477079
chr4,71000001,72000000,1000000,*,37.61,0.9504310422
chr4,72000001,73000000,1000000,*,36.99,0.9451562931
chr4,73000001,74000000,1000000,*,37.55,0.9716879678
chr4,74000001,75000000,1000000,*,37.3,0.938641870134646
chr4,75000001,76000000,1000000,*,40.02,0.942352084701346
chr4,76000001,77000000,1000000,*,40.78,0.982611104880482
chr4,77000001,78000000,1000000,*,40.46,0.9659244216
chr4,78000001,79000000,1000000,*,39.04,0.9514773274
chr4,79000001,80000000,1000000,*,36.01,0.9568973796
chr4,80000001,81000000,1000000,*,36.41,0.9718725322
chr4,81000001,82000000,1000000,*,38.63,0.97107878057878
chr4,82000001,83000000,1000000,*,40.87,0.9641927387
chr4,83000001,84000000,1000000,*,40.14,0.9711824658
chr4,84000001,85000000,1000000,*,38.05,0.9631381649
chr4,85000001,86000000,1000000,*,37.08,0.9672931406
chr4,86000001,87000000,1000000,*,38.04,0.948151063551064
chr4,87000001,88000000,1000000,*,39.33,0.954418090914332
chr4,88000001,89000000,1000000,*,39.77,0.975908837608838
chr4,89000001,90000000,1000000,*,37.29,0.977414838945132
chr4,90000001,91000000,1000000,*,35.27,0.9590331637
chr4,91000001,92000000,1000000,*,35.25,0.9439231131
chr4,92000001,93000000,1000000,*,34.9,0.9679575461
chr4,93000001,94000000,1000000,*,35.59,0.9618846188
chr4,94000001,95000000,1000000,*,37.59,0.9567586884
chr4,95000001,96000000,1000000,*,36.83,0.9624800627
chr4,96000001,97000000,1000000,*,35.32,0.9702654758
chr4,97000001,98000000,1000000,*,35.73,0.947365664
chr4,98000001,99000000,1000000,*,38.88,0.9628644629
chr4,99000001,100000000,1000000,*,38.42,0.9613132408
chr4,100000001,101000000,1000000,*,37.07,0.9702630549
chr4,101000001,102000000,1000000,*,36.31,0.9745340617
chr4,102000001,103000000,1000000,*,38.16,0.940375308050616
chr4,103000001,104000000,1000000,*,36.6,0.9408612835
chr4,104000001,105000000,1000000,*,35.62,0.957598397
chr4,105000001,106000000,1000000,*,37.03,0.9624083545
chr4,106000001,107000000,1000000,*,36.35,0.94370175
chr4,107000001,108000000,1000000,*,37.6,0.974012392112392
chr4,108000001,109000000,1000000,*,39.77,0.9765455552
chr4,109000001,110000000,1000000,*,38.84,0.9701605337
chr4,110000001,111000000,1000000,*,38.76,0.9553055301
chr4,111000001,112000000,1000000,*,35.73,0.9471972578
chr4,112000001,113000000,1000000,*,39.3,0.9649168763
chr4,113000001,114000000,1000000,*,36.65,0.9745786123
chr4,114000001,115000000,1000000,*,35.97,0.9824799174
chr4,115000001,116000000,1000000,*,34.23,0.974324462
chr4,116000001,117000000,1000000,*,34.33,0.973571881058242
chr4,117000001,118000000,1000000,*,35.07,0.962352112852113
chr4,120000001,121000000,1000000,*,36.7,0.9641151101
chr4,121000001,122000000,1000000,*,38.13,0.9830214693
chr4,122000001,123000000,1000000,*,37.76,0.957524390270731
chr4,123000001,124000000,1000000,*,38.03,0.9694756497
chr4,124000001,125000000,1000000,*,35.94,0.9663562255
chr4,125000001,126000000,1000000,*,35.32,0.980836516209028
chr4,126000001,127000000,1000000,*,35.2,0.9658116077
chr4,127000001,128000000,1000000,*,37.55,0.940933312135284
chr4,128000001,129000000,1000000,*,40.21,0.9696128941
chr4,129000001,130000000,1000000,*,36.37,0.9597213367
chr4,130000001,131000000,1000000,*,34.82,0.9768745518
chr4,132000001,133000000,1000000,*,34.48,0.9690801197
chr4,133000001,134000000,1000000,*,34.63,0.9807771154
chr4,134000001,135000000,1000000,*,34.48,0.9697337581
chr4,135000001,136000000,1000000,*,34.24,0.9670787721
chr4,136000001,137000000,1000000,*,34.87,0.986637685137685
chr4,137000001,138000000,1000000,*,35.16,0.9767115826
chr4,138000001,139000000,1000000,*,38.75,0.9727419185
chr4,139000001,140000000,1000000,*,41.61,0.9818571694
chr4,140000001,141000000,1000000,*,39.98,0.9606932317
chr4,141000001,142000000,1000000,*,37.45,0.959767141767142
chr4,142000001,143000000,1000000,*,36.62,0.965801063146843
chr4,143000001,144000000,1000000,*,38.26,0.9037707398
chr4,144000001,145000000,1000000,*,37.29,0.92143048973049
chr4,145000001,146000000,1000000,*,39.5,0.9591018887
chr4,146000001,147000000,1000000,*,38.23,0.9579972227
chr4,147000001,148000000,1000000,*,39.2,0.971143066943067
chr4,148000001,149000000,1000000,*,38.28,0.9739769645
chr4,149000001,150000000,1000000,*,36.39,0.9548832933
chr4,150000001,151000000,1000000,*,37.19,0.979760788
chr4,151000001,152000000,1000000,*,41.4,0.9746210467
chr4,152000001,153000000,1000000,*,40.4,0.983041601
chr4,153000001,154000000,1000000,*,41.51,0.9844643314
chr4,154000001,155000000,1000000,*,38.41,0.9790170156
chr4,155000001,156000000,1000000,*,37.16,0.9807220852
chr4,156000001,157000000,1000000,*,36.02,0.975282243
chr4,157000001,158000000,1000000,*,35.49,0.9681494779
chr4,158000001,159000000,1000000,*,38.47,0.9524685764
chr4,159000001,160000000,1000000,*,38.24,0.9655845875
chr4,160000001,161000000,1000000,*,35.12,0.9595621223
chr4,161000001,162000000,1000000,*,34.36,0.9749608347
chr4,162000001,163000000,1000000,*,35.19,0.9857268154
chr4,163000001,164000000,1000000,*,36.84,0.963612995
chr4,164000001,165000000,1000000,*,37.42,0.9322698344
chr4,165000001,166000000,1000000,*,38.68,0.962209578
chr4,166000001,167000000,1000000,*,35.09,0.948983605383605
chr4,167000001,168000000,1000000,*,35.5,0.956916597
chr4,168000001,169000000,1000000,*,38.36,0.9818242762
chr4,169000001,170000000,1000000,*,39.69,0.9675724122
chr4,170000001,171000000,1000000,*,37.12,0.9464190583
chr4,171000001,172000000,1000000,*,35.14,0.9838366074
chr4,172000001,173000000,1000000,*,36.53,0.9845065781
chr4,173000001,174000000,1000000,*,38.85,0.9735634452
chr4,174000001,175000000,1000000,*,36.3,0.9792445258
chr4,175000001,176000000,1000000,*,35.91,0.9750647581
chr4,176000001,177000000,1000000,*,36.74,0.9810985439
chr4,177000001,178000000,1000000,*,37.19,0.980688547
chr4,178000001,179000000,1000000,*,35.1,0.9732460629
chr4,179000001,180000000,1000000,*,35.65,0.976087997187997
chr4,180000001,181000000,1000000,*,36.26,0.9849141867
chr4,181000001,182000000,1000000,*,38.02,0.971898047
chr4,182000001,183000000,1000000,*,40.34,0.9756811312
chr4,183000001,184000000,1000000,*,42.53,0.9766812079
chr4,184000001,185000000,1000000,*,43.67,0.9782207627
chr4,185000001,186000000,1000000,*,41.04,0.9862409897
chr4,186000001,187000000,1000000,*,41.87,0.9535624522
chr4,187000001,188000000,1000000,*,38.98,0.9699837908
chr4,188000001,189000000,1000000,*,40.06,0.9688198599
chr4,189000001,190000000,1000000,*,40.53,0.94261132720904
chr5,1000001,2000000,1000000,*,53.65,0.954808672208672
chr5,2000001,3000000,1000000,*,45.15,0.9908074265
chr5,3000001,4000000,1000000,*,44.05,0.9813717796
chr5,4000001,5000000,1000000,*,39.99,0.977424302924303
chr5,5000001,6000000,1000000,*,41.95,0.9882716335
chr5,6000001,7000000,1000000,*,44.08,0.9875360779
chr5,7000001,8000000,1000000,*,40.57,0.9497122925
chr5,8000001,9000000,1000000,*,38.52,0.966306218106218
chr5,9000001,10000000,1000000,*,40.44,0.977688072676145
chr5,10000001,11000000,1000000,*,44.11,0.9823553753
chr5,11000001,12000000,1000000,*,39.03,0.9908401795
chr5,12000001,13000000,1000000,*,35.61,0.977689698
chr5,13000001,14000000,1000000,*,38.1,0.982212194236583
chr5,14000001,15000000,1000000,*,43.2,0.9886537249
chr5,15000001,16000000,1000000,*,39.24,0.9676728988
chr5,16000001,17000000,1000000,*,41.97,0.9691793215441
chr5,17000001,18000000,1000000,*,38.73,0.945071444948213
chr5,18000001,19000000,1000000,*,35.64,0.9727983258
chr5,19000001,20000000,1000000,*,34.97,0.9762964451
chr5,22000001,23000000,1000000,*,35.4,0.9413997286
chr5,23000001,24000000,1000000,*,35.45,0.9866935608
chr5,24000001,25000000,1000000,*,35.1,0.982565498618601
chr5,25000001,26000000,1000000,*,34.91,0.9645596105
chr5,26000001,27000000,1000000,*,34.93,0.980701861703723
chr5,27000001,28000000,1000000,*,34.49,0.9794687479
chr5,28000001,29000000,1000000,*,34.89,0.9627811778
chr5,29000001,30000000,1000000,*,34.66,0.9677136271
chr5,30000001,31000000,1000000,*,35.63,0.9643137713
chr5,31000001,32000000,1000000,*,41.7,0.989180825280825
chr5,32000001,33000000,1000000,*,42.2,0.9689518997519
chr5,33000001,34000000,1000000,*,39.61,0.965215397615398
chr5,35000001,36000000,1000000,*,39.24,0.959976123728371
chr5,36000001,37000000,1000000,*,38.87,0.9758687567
chr5,37000001,38000000,1000000,*,40.08,0.9549787173
chr5,38000001,39000000,1000000,*,40.81,0.9806906614
chr5,39000001,40000000,1000000,*,37.47,0.9679708737
chr5,40000001,41000000,1000000,*,38.35,0.96771342
chr5,41000001,42000000,1000000,*,37.56,0.954395733243205
chr5,42000001,43000000,1000000,*,38.36,0.949377016330208
chr5,43000001,44000000,1000000,*,40.28,0.9379104709
chr5,44000001,45000000,1000000,*,36.41,0.959736674576058
chr5,45000001,46000000,1000000,*,35.71,0.9368360934
chr5,51000001,52000000,1000000,*,35.54,0.959968399484814
chr5,52000001,53000000,1000000,*,35.9,0.95591511126888
chr5,53000001,54000000,1000000,*,38.65,0.9598823044
chr5,54000001,55000000,1000000,*,40.3,0.971311618123236
chr5,55000001,56000000,1000000,*,39.71,0.9709159025
chr5,56000001,57000000,1000000,*,41.36,0.976212012312012
chr5,57000001,58000000,1000000,*,39.69,0.9646575543
chr5,58000001,59000000,1000000,*,38.27,0.9551442239
chr5,59000001,60000000,1000000,*,37.31,0.979907055307055
chr5,60000001,61000000,1000000,*,38.16,0.9483958299
chr5,61000001,62000000,1000000,*,39.92,0.9792656985
chr5,62000001,63000000,1000000,*,39.68,0.9386927082
chr5,63000001,64000000,1000000,*,36.4,0.9603467894
chr5,64000001,65000000,1000000,*,37.24,0.9541920264
chr5,65000001,66000000,1000000,*,38.3,0.9688152445
chr5,66000001,67000000,1000000,*,39.28,0.9667841745
chr5,67000001,68000000,1000000,*,38.58,0.9462824231
chr5,68000001,69000000,1000000,*,40.24,0.975805215805216
chr5,72000001,73000000,1000000,*,40.4,0.977544913
chr5,73000001,74000000,1000000,*,40.94,0.986414207128414
chr5,74000001,75000000,1000000,*,40.8,0.9819157027
chr5,75000001,76000000,1000000,*,38.75,0.9371706162
chr5,76000001,77000000,1000000,*,41.82,0.9674774541
chr5,77000001,78000000,1000000,*,40.35,0.971361665561666
chr5,78000001,79000000,1000000,*,39.83,0.949216696816697
chr5,79000001,80000000,1000000,*,40.4,0.9682014351
chr5,80000001,81000000,1000000,*,40.98,0.9703252751011
chr5,81000001,82000000,1000000,*,39.21,0.9627927743
chr5,82000001,83000000,1000000,*,38.53,0.9519534724
chr5,83000001,84000000,1000000,*,36.49,0.9714714787
chr5,84000001,85000000,1000000,*,35.15,0.97425031015031
chr5,85000001,86000000,1000000,*,34.27,0.9728939459
chr5,86000001,87000000,1000000,*,35.44,0.953264190864191
chr5,87000001,88000000,1000000,*,36.52,0.9739751507
chr5,88000001,89000000,1000000,*,37.02,0.963599888699889
chr5,89000001,90000000,1000000,*,35.86,0.9821300957
chr5,90000001,91000000,1000000,*,37.02,0.9420543311
chr5,91000001,92000000,1000000,*,37.23,0.9842900283
chr5,92000001,93000000,1000000,*,34.9,0.968761152851822
chr5,93000001,94000000,1000000,*,37.28,0.95521214465995
chr5,94000001,95000000,1000000,*,36.79,0.9862108196269
chr5,95000001,96000000,1000000,*,38.51,0.9786011933
chr5,96000001,97000000,1000000,*,38.74,0.974598615598615
chr5,97000001,98000000,1000000,*,37.24,0.9451528923
chr5,98000001,99000000,1000000,*,37.24,0.959634035
chr5,100000001,101000000,1000000,*,35.81,0.9056436799
chr5,101000001,102000000,1000000,*,34.97,0.950255018
chr5,102000001,103000000,1000000,*,36.35,0.9540290808
chr5,103000001,104000000,1000000,*,36.74,0.982317228651686
chr5,104000001,105000000,1000000,*,34.9,0.9605711346
chr5,105000001,106000000,1000000,*,34.12,0.9764741241
chr5,106000001,107000000,1000000,*,34.81,0.955084970647436
chr5,107000001,108000000,1000000,*,37.59,0.9961168813
chr5,108000001,109000000,1000000,*,37.06,0.978601298929858
chr5,109000001,110000000,1000000,*,38.04,0.9569686587
chr5,110000001,111000000,1000000,*,36.92,0.959006975313951
chr5,111000001,112000000,1000000,*,37.9,0.954569137807413
chr5,112000001,113000000,1000000,*,39.56,0.9747188357
chr5,113000001,114000000,1000000,*,39.79,0.9742777399
chr5,114000001,115000000,1000000,*,37.93,0.957407062
chr5,115000001,116000000,1000000,*,38.89,0.9732121952
chr5,116000001,117000000,1000000,*,39.01,0.975754692154692
chr5,117000001,118000000,1000000,*,35.98,0.964714755214755
chr5,118000001,119000000,1000000,*,37.09,0.9708025178
chr5,119000001,120000000,1000000,*,38.17,0.9624607486
chr5,120000001,121000000,1000000,*,35.71,0.9555909679
chr5,121000001,122000000,1000000,*,35.26,0.9593856277
chr5,122000001,123000000,1000000,*,38.74,0.9541586388
chr5,123000001,124000000,1000000,*,37.95,0.972948744197488
chr5,124000001,125000000,1000000,*,39.34,0.9788220363
chr5,125000001,126000000,1000000,*,36.85,0.9700284445
chr5,126000001,127000000,1000000,*,40.55,0.959992791192791
chr5,127000001,128000000,1000000,*,38.92,0.9635995897
chr5,128000001,129000000,1000000,*,37.22,0.970020598
chr5,129000001,130000000,1000000,*,36.08,0.9655839115
chr5,130000001,131000000,1000000,*,36.7,0.9487957945
chr5,131000001,132000000,1000000,*,39.24,0.9534273005
chr5,132000001,133000000,1000000,*,44.54,0.971321368221368
chr5,133000001,134000000,1000000,*,45.79,0.975414097714098
chr5,134000001,135000000,1000000,*,44.93,0.97964093024093
chr5,135000001,136000000,1000000,*,45.72,0.989751295651296
chr5,136000001,137000000,1000000,*,40.82,0.961047883147883
chr5,137000001,138000000,1000000,*,41.93,0.9670467582
chr5,138000001,139000000,1000000,*,44.85,0.97816086
chr5,139000001,140000000,1000000,*,47.37,0.974261701348397
chr5,140000001,141000000,1000000,*,42.26,0.9735012118
chr5,141000001,142000000,1000000,*,44.55,0.975210139298219
chr5,142000001,143000000,1000000,*,44.11,0.980599433
chr5,143000001,144000000,1000000,*,39.7,0.98718295
chr5,144000001,145000000,1000000,*,37.3,0.949544866389733
chr5,145000001,146000000,1000000,*,38.32,0.9642956586
chr5,146000001,147000000,1000000,*,40.24,0.980939921
chr5,147000001,148000000,1000000,*,38.89,0.9644548721
chr5,148000001,149000000,1000000,*,38.44,0.953235043157238
chr5,149000001,150000000,1000000,*,44.98,0.9879270653
chr5,150000001,151000000,1000000,*,46.94,0.979754869254869
chr5,151000001,152000000,1000000,*,44.49,0.983126798726799
chr5,152000001,153000000,1000000,*,38.58,0.93614684014684
chr5,153000001,154000000,1000000,*,39.84,0.9539287635
chr5,154000001,155000000,1000000,*,44.26,0.9851062026
chr5,155000001,156000000,1000000,*,39.62,0.967395102211875
chr5,156000001,157000000,1000000,*,38.85,0.9617667635
chr5,157000001,158000000,1000000,*,42.92,0.975771319113957
chr5,158000001,159000000,1000000,*,40.39,0.9816248824
chr5,159000001,160000000,1000000,*,41.37,0.981314781214781
chr5,160000001,161000000,1000000,*,42.42,0.966548653
chr5,161000001,162000000,1000000,*,36.25,0.973229057629058
chr5,162000001,163000000,1000000,*,36.34,0.9547741811
chr5,163000001,164000000,1000000,*,37.84,0.9683740551
chr5,164000001,165000000,1000000,*,35.63,0.985092285
chr5,165000001,166000000,1000000,*,36.09,0.982324541024541
chr5,166000001,167000000,1000000,*,37.83,0.9750015943
chr5,167000001,168000000,1000000,*,38.82,0.989154303474976
chr5,168000001,169000000,1000000,*,44.76,0.9791017421
chr5,169000001,170000000,1000000,*,42.13,0.983943105243105
chr5,170000001,171000000,1000000,*,44.14,0.977506824
